id,name,url,types,abilities,hp,attack,defense,special-attack,special-defense,speed
465,tangrowth,https://pokeapi.co/api/v2/pokemon/465/,grass,"chlorophyll, leaf-guard, regenerator",100,100,125,110,50,50
466,electivire,https://pokeapi.co/api/v2/pokemon/466/,electric,"motor-drive, vital-spirit",75,123,67,95,85,95
467,magmortar,https://pokeapi.co/api/v2/pokemon/467/,fire,"flame-body, vital-spirit",75,95,67,125,95,83
468,togekiss,https://pokeapi.co/api/v2/pokemon/468/,"fairy, flying","hustle, serene-grace, super-luck",85,50,95,120,115,80
469,yanmega,https://pokeapi.co/api/v2/pokemon/469/,"bug, flying","speed-boost, tinted-lens, frisk",86,76,86,116,56,95
470,leafeon,https://pokeapi.co/api/v2/pokemon/470/,grass,"leaf-guard, chlorophyll",65,110,130,60,65,95
471,glaceon,https://pokeapi.co/api/v2/pokemon/471/,ice,"snow-cloak, ice-body",65,60,110,130,95,65
472,gliscor,https://pokeapi.co/api/v2/pokemon/472/,"ground, flying","hyper-cutter, sand-veil, poison-heal",75,95,125,45,75,95
473,mamoswine,https://pokeapi.co/api/v2/pokemon/473/,"ice, ground","oblivious, snow-cloak, thick-fat",110,130,80,70,60,80
474,porygon-z,https://pokeapi.co/api/v2/pokemon/474/,normal,"adaptability, download, analytic",85,80,70,135,75,90
475,gallade,https://pokeapi.co/api/v2/pokemon/475/,"psychic, fighting","steadfast, sharpness, justified",68,125,65,65,115,80
476,probopass,https://pokeapi.co/api/v2/pokemon/476/,"rock, steel","sturdy, magnet-pull, sand-force",60,55,145,75,150,40
477,dusknoir,https://pokeapi.co/api/v2/pokemon/477/,ghost,"pressure, frisk",45,100,135,65,135,45
478,froslass,https://pokeapi.co/api/v2/pokemon/478/,"ice, ghost","snow-cloak, cursed-body",70,80,70,80,70,110
479,rotom,https://pokeapi.co/api/v2/pokemon/479/,"electric, ghost",levitate,50,50,77,95,77,91
480,uxie,https://pokeapi.co/api/v2/pokemon/480/,psychic,levitate,75,75,130,75,130,95
481,mesprit,https://pokeapi.co/api/v2/pokemon/481/,psychic,levitate,80,105,105,105,105,80
482,azelf,https://pokeapi.co/api/v2/pokemon/482/,psychic,levitate,75,125,70,125,70,115
483,dialga,https://pokeapi.co/api/v2/pokemon/483/,"steel, dragon","pressure, telepathy",100,120,120,150,100,90
484,palkia,https://pokeapi.co/api/v2/pokemon/484/,"water, dragon","pressure, telepathy",90,120,100,150,120,100
485,heatran,https://pokeapi.co/api/v2/pokemon/485/,"fire, steel","flash-fire, flame-body",91,90,106,130,106,77
486,regigigas,https://pokeapi.co/api/v2/pokemon/486/,normal,slow-start,110,160,110,80,110,100
487,giratina-altered,https://pokeapi.co/api/v2/pokemon/487/,"ghost, dragon","pressure, telepathy",150,100,120,100,120,90
488,cresselia,https://pokeapi.co/api/v2/pokemon/488/,psychic,levitate,120,70,120,75,130,85
489,phione,https://pokeapi.co/api/v2/pokemon/489/,water,hydration,80,80,80,80,80,80
490,manaphy,https://pokeapi.co/api/v2/pokemon/490/,water,hydration,100,100,100,100,100,100
491,darkrai,https://pokeapi.co/api/v2/pokemon/491/,dark,bad-dreams,70,90,90,135,90,125
492,shaymin-land,https://pokeapi.co/api/v2/pokemon/492/,grass,natural-cure,100,100,100,100,100,100
493,arceus,https://pokeapi.co/api/v2/pokemon/493/,normal,multitype,120,120,120,120,120,120
494,victini,https://pokeapi.co/api/v2/pokemon/494/,"psychic, fire",victory-star,100,100,100,100,100,100
495,snivy,https://pokeapi.co/api/v2/pokemon/495/,grass,"overgrow, contrary",45,45,55,45,55,63
496,servine,https://pokeapi.co/api/v2/pokemon/496/,grass,"overgrow, contrary",60,60,75,60,75,83
497,serperior,https://pokeapi.co/api/v2/pokemon/497/,grass,"overgrow, contrary",75,75,95,75,95,113
498,tepig,https://pokeapi.co/api/v2/pokemon/498/,fire,"blaze, thick-fat",65,63,45,45,45,45
499,pignite,https://pokeapi.co/api/v2/pokemon/499/,"fire, fighting","blaze, thick-fat",90,93,55,70,55,55
500,emboar,https://pokeapi.co/api/v2/pokemon/500/,"fire, fighting","blaze, reckless",110,123,65,100,65,65
501,oshawott,https://pokeapi.co/api/v2/pokemon/501/,water,"torrent, shell-armor",55,55,45,63,45,45
502,dewott,https://pokeapi.co/api/v2/pokemon/502/,water,"torrent, shell-armor",75,75,60,83,60,60
503,samurott,https://pokeapi.co/api/v2/pokemon/503/,water,"torrent, shell-armor",95,100,85,108,70,70
504,patrat,https://pokeapi.co/api/v2/pokemon/504/,normal,"run-away, keen-eye, analytic",45,55,39,35,39,42
505,watchog,https://pokeapi.co/api/v2/pokemon/505/,normal,"illuminate, keen-eye, analytic",60,85,69,60,69,77
506,lillipup,https://pokeapi.co/api/v2/pokemon/506/,normal,"vital-spirit, pickup, run-away",45,60,45,25,45,55
507,herdier,https://pokeapi.co/api/v2/pokemon/507/,normal,"intimidate, sand-rush, scrappy",65,80,65,35,65,60
508,stoutland,https://pokeapi.co/api/v2/pokemon/508/,normal,"intimidate, sand-rush, scrappy",85,110,90,45,90,80
509,purrloin,https://pokeapi.co/api/v2/pokemon/509/,dark,"limber, unburden, prankster",41,50,37,50,37,66
510,liepard,https://pokeapi.co/api/v2/pokemon/510/,dark,"limber, unburden, prankster",64,88,50,88,50,106
511,pansage,https://pokeapi.co/api/v2/pokemon/511/,grass,"gluttony, overgrow",50,53,48,53,48,64
512,simisage,https://pokeapi.co/api/v2/pokemon/512/,grass,"gluttony, overgrow",75,98,63,98,63,101
513,pansear,https://pokeapi.co/api/v2/pokemon/513/,fire,"gluttony, blaze",50,53,48,53,48,64
514,simisear,https://pokeapi.co/api/v2/pokemon/514/,fire,"gluttony, blaze",75,98,63,98,63,101
515,panpour,https://pokeapi.co/api/v2/pokemon/515/,water,"gluttony, torrent",50,53,48,53,48,64
516,simipour,https://pokeapi.co/api/v2/pokemon/516/,water,"gluttony, torrent",75,98,63,98,63,101
517,munna,https://pokeapi.co/api/v2/pokemon/517/,psychic,"forewarn, synchronize, telepathy",76,25,45,67,55,24
518,musharna,https://pokeapi.co/api/v2/pokemon/518/,psychic,"forewarn, synchronize, telepathy",116,55,85,107,95,29
519,pidove,https://pokeapi.co/api/v2/pokemon/519/,"normal, flying","big-pecks, super-luck, rivalry",50,55,50,36,30,43
520,tranquill,https://pokeapi.co/api/v2/pokemon/520/,"normal, flying","big-pecks, super-luck, rivalry",62,77,62,50,42,65
521,unfezant,https://pokeapi.co/api/v2/pokemon/521/,"normal, flying","big-pecks, super-luck, rivalry",80,115,80,65,55,93
522,blitzle,https://pokeapi.co/api/v2/pokemon/522/,electric,"lightning-rod, motor-drive, sap-sipper",45,60,32,50,32,76
523,zebstrika,https://pokeapi.co/api/v2/pokemon/523/,electric,"lightning-rod, motor-drive, sap-sipper",75,100,63,80,63,116
524,roggenrola,https://pokeapi.co/api/v2/pokemon/524/,rock,"sturdy, weak-armor, sand-force",55,75,85,25,25,15
525,boldore,https://pokeapi.co/api/v2/pokemon/525/,rock,"sturdy, weak-armor, sand-force",70,105,105,50,40,20
526,gigalith,https://pokeapi.co/api/v2/pokemon/526/,rock,"sturdy, sand-stream, sand-force",85,135,130,60,80,25
527,woobat,https://pokeapi.co/api/v2/pokemon/527/,"psychic, flying","unaware, klutz, simple",65,45,43,55,43,72
528,swoobat,https://pokeapi.co/api/v2/pokemon/528/,"psychic, flying","unaware, klutz, simple",67,57,55,77,55,114
529,drilbur,https://pokeapi.co/api/v2/pokemon/529/,ground,"sand-rush, sand-force, mold-breaker",60,85,40,30,45,68
530,excadrill,https://pokeapi.co/api/v2/pokemon/530/,"ground, steel","sand-rush, sand-force, mold-breaker",110,135,60,50,65,88
531,audino,https://pokeapi.co/api/v2/pokemon/531/,normal,"healer, regenerator, klutz",103,60,86,60,86,50
532,timburr,https://pokeapi.co/api/v2/pokemon/532/,fighting,"guts, sheer-force, iron-fist",75,80,55,25,35,35
533,gurdurr,https://pokeapi.co/api/v2/pokemon/533/,fighting,"guts, sheer-force, iron-fist",85,105,85,40,50,40
534,conkeldurr,https://pokeapi.co/api/v2/pokemon/534/,fighting,"guts, sheer-force, iron-fist",105,140,95,55,65,45
535,tympole,https://pokeapi.co/api/v2/pokemon/535/,water,"swift-swim, hydration, water-absorb",50,50,40,50,40,64
536,palpitoad,https://pokeapi.co/api/v2/pokemon/536/,"water, ground","swift-swim, hydration, water-absorb",75,65,55,65,55,69
537,seismitoad,https://pokeapi.co/api/v2/pokemon/537/,"water, ground","swift-swim, poison-touch, water-absorb",105,95,75,85,75,74
538,throh,https://pokeapi.co/api/v2/pokemon/538/,fighting,"guts, inner-focus, mold-breaker",120,100,85,30,85,45
539,sawk,https://pokeapi.co/api/v2/pokemon/539/,fighting,"sturdy, inner-focus, mold-breaker",75,125,75,30,75,85
540,sewaddle,https://pokeapi.co/api/v2/pokemon/540/,"bug, grass","swarm, chlorophyll, overcoat",45,53,70,40,60,42
541,swadloon,https://pokeapi.co/api/v2/pokemon/541/,"bug, grass","leaf-guard, chlorophyll, overcoat",55,63,90,50,80,42
542,leavanny,https://pokeapi.co/api/v2/pokemon/542/,"bug, grass","swarm, chlorophyll, overcoat",75,103,80,70,80,92
543,venipede,https://pokeapi.co/api/v2/pokemon/543/,"bug, poison","poison-point, swarm, speed-boost",30,45,59,30,39,57
544,whirlipede,https://pokeapi.co/api/v2/pokemon/544/,"bug, poison","poison-point, swarm, speed-boost",40,55,99,40,79,47
545,scolipede,https://pokeapi.co/api/v2/pokemon/545/,"bug, poison","poison-point, swarm, speed-boost",60,100,89,55,69,112
546,cottonee,https://pokeapi.co/api/v2/pokemon/546/,"grass, fairy","prankster, infiltrator, chlorophyll",40,27,60,37,50,66
547,whimsicott,https://pokeapi.co/api/v2/pokemon/547/,"grass, fairy","prankster, infiltrator, chlorophyll",60,67,85,77,75,116
548,petilil,https://pokeapi.co/api/v2/pokemon/548/,grass,"chlorophyll, own-tempo, leaf-guard",45,35,50,70,50,30
549,lilligant,https://pokeapi.co/api/v2/pokemon/549/,grass,"chlorophyll, own-tempo, leaf-guard",70,60,75,110,75,90
550,basculin-red-striped,https://pokeapi.co/api/v2/pokemon/550/,water,"reckless, adaptability, mold-breaker",70,92,65,80,55,98
551,sandile,https://pokeapi.co/api/v2/pokemon/551/,"ground, dark","intimidate, moxie, anger-point",50,72,35,35,35,65
552,krokorok,https://pokeapi.co/api/v2/pokemon/552/,"ground, dark","intimidate, moxie, anger-point",60,82,45,45,45,74
553,krookodile,https://pokeapi.co/api/v2/pokemon/553/,"ground, dark","intimidate, moxie, anger-point",95,117,80,65,70,92
554,darumaka,https://pokeapi.co/api/v2/pokemon/554/,fire,"hustle, inner-focus",70,90,45,15,45,50
555,darmanitan-standard,https://pokeapi.co/api/v2/pokemon/555/,fire,"sheer-force, zen-mode",105,140,55,30,55,95
556,maractus,https://pokeapi.co/api/v2/pokemon/556/,grass,"water-absorb, chlorophyll, storm-drain",75,86,67,106,67,60
557,dwebble,https://pokeapi.co/api/v2/pokemon/557/,"bug, rock","sturdy, shell-armor, weak-armor",50,65,85,35,35,55
558,crustle,https://pokeapi.co/api/v2/pokemon/558/,"bug, rock","sturdy, shell-armor, weak-armor",70,105,125,65,75,45
559,scraggy,https://pokeapi.co/api/v2/pokemon/559/,"dark, fighting","shed-skin, moxie, intimidate",50,75,70,35,70,48
560,scrafty,https://pokeapi.co/api/v2/pokemon/560/,"dark, fighting","shed-skin, moxie, intimidate",65,90,115,45,115,58
561,sigilyph,https://pokeapi.co/api/v2/pokemon/561/,"psychic, flying","wonder-skin, magic-guard, tinted-lens",72,58,80,103,80,97
562,yamask,https://pokeapi.co/api/v2/pokemon/562/,ghost,mummy,38,30,85,55,65,30
563,cofagrigus,https://pokeapi.co/api/v2/pokemon/563/,ghost,mummy,58,50,145,95,105,30
564,tirtouga,https://pokeapi.co/api/v2/pokemon/564/,"water, rock","solid-rock, sturdy, swift-swim",54,78,103,53,45,22
565,carracosta,https://pokeapi.co/api/v2/pokemon/565/,"water, rock","solid-rock, sturdy, swift-swim",74,108,133,83,65,32
566,archen,https://pokeapi.co/api/v2/pokemon/566/,"rock, flying",defeatist,55,112,45,74,45,70
567,archeops,https://pokeapi.co/api/v2/pokemon/567/,"rock, flying",defeatist,75,140,65,112,65,110
568,trubbish,https://pokeapi.co/api/v2/pokemon/568/,poison,"stench, sticky-hold, aftermath",50,50,62,40,62,65
569,garbodor,https://pokeapi.co/api/v2/pokemon/569/,poison,"stench, weak-armor, aftermath",80,95,82,60,82,75
570,zorua,https://pokeapi.co/api/v2/pokemon/570/,dark,illusion,40,65,40,80,40,65
571,zoroark,https://pokeapi.co/api/v2/pokemon/571/,dark,illusion,60,105,60,120,60,105
572,minccino,https://pokeapi.co/api/v2/pokemon/572/,normal,"cute-charm, technician, skill-link",55,50,40,40,40,75
573,cinccino,https://pokeapi.co/api/v2/pokemon/573/,normal,"cute-charm, technician, skill-link",75,95,60,65,60,115
574,gothita,https://pokeapi.co/api/v2/pokemon/574/,psychic,"frisk, competitive, shadow-tag",45,30,50,55,65,45
575,gothorita,https://pokeapi.co/api/v2/pokemon/575/,psychic,"frisk, competitive, shadow-tag",60,45,70,75,85,55
576,gothitelle,https://pokeapi.co/api/v2/pokemon/576/,psychic,"frisk, competitive, shadow-tag",70,55,95,95,110,65
577,solosis,https://pokeapi.co/api/v2/pokemon/577/,psychic,"overcoat, magic-guard, regenerator",45,30,40,105,50,20
578,duosion,https://pokeapi.co/api/v2/pokemon/578/,psychic,"overcoat, magic-guard, regenerator",65,40,50,125,60,30
579,reuniclus,https://pokeapi.co/api/v2/pokemon/579/,psychic,"overcoat, magic-guard, regenerator",110,65,75,125,85,30
580,ducklett,https://pokeapi.co/api/v2/pokemon/580/,"water, flying","keen-eye, big-pecks, hydration",62,44,50,44,50,55
581,swanna,https://pokeapi.co/api/v2/pokemon/581/,"water, flying","keen-eye, big-pecks, hydration",75,87,63,87,63,98
582,vanillite,https://pokeapi.co/api/v2/pokemon/582/,ice,"ice-body, snow-cloak, weak-armor",36,50,50,65,60,44
583,vanillish,https://pokeapi.co/api/v2/pokemon/583/,ice,"ice-body, snow-cloak, weak-armor",51,65,65,80,75,59
584,vanilluxe,https://pokeapi.co/api/v2/pokemon/584/,ice,"ice-body, snow-warning, weak-armor",71,95,85,110,95,79
585,deerling,https://pokeapi.co/api/v2/pokemon/585/,"normal, grass","chlorophyll, sap-sipper, serene-grace",60,60,50,40,50,75
586,sawsbuck,https://pokeapi.co/api/v2/pokemon/586/,"normal, grass","chlorophyll, sap-sipper, serene-grace",80,100,70,60,70,95
587,emolga,https://pokeapi.co/api/v2/pokemon/587/,"electric, flying","static, motor-drive",55,75,60,75,60,103
588,karrablast,https://pokeapi.co/api/v2/pokemon/588/,bug,"swarm, shed-skin, no-guard",50,75,45,40,45,60
589,escavalier,https://pokeapi.co/api/v2/pokemon/589/,"bug, steel","swarm, shell-armor, overcoat",70,135,105,60,105,20
590,foongus,https://pokeapi.co/api/v2/pokemon/590/,"grass, poison","effect-spore, regenerator",69,55,45,55,55,15
591,amoonguss,https://pokeapi.co/api/v2/pokemon/591/,"grass, poison","effect-spore, regenerator",114,85,70,85,80,30
592,frillish,https://pokeapi.co/api/v2/pokemon/592/,"water, ghost","water-absorb, cursed-body, damp",55,40,50,65,85,40
593,jellicent,https://pokeapi.co/api/v2/pokemon/593/,"water, ghost","water-absorb, cursed-body, damp",100,60,70,85,105,60
594,alomomola,https://pokeapi.co/api/v2/pokemon/594/,water,"healer, hydration, regenerator",165,75,80,40,45,65
595,joltik,https://pokeapi.co/api/v2/pokemon/595/,"bug, electric","compound-eyes, unnerve, swarm",50,47,50,57,50,65
596,galvantula,https://pokeapi.co/api/v2/pokemon/596/,"bug, electric","compound-eyes, unnerve, swarm",70,77,60,97,60,108
597,ferroseed,https://pokeapi.co/api/v2/pokemon/597/,"grass, steel",iron-barbs,44,50,91,24,86,10
598,ferrothorn,https://pokeapi.co/api/v2/pokemon/598/,"grass, steel","iron-barbs, anticipation",74,94,131,54,116,20
599,klink,https://pokeapi.co/api/v2/pokemon/599/,steel,"plus, minus, clear-body",40,55,70,45,60,30
600,klang,https://pokeapi.co/api/v2/pokemon/600/,steel,"plus, minus, clear-body",60,80,95,70,85,50
601,klinklang,https://pokeapi.co/api/v2/pokemon/601/,steel,"plus, minus, clear-body",60,100,115,70,85,90
602,tynamo,https://pokeapi.co/api/v2/pokemon/602/,electric,levitate,35,55,40,45,40,60
603,eelektrik,https://pokeapi.co/api/v2/pokemon/603/,electric,levitate,65,85,70,75,70,40
604,eelektross,https://pokeapi.co/api/v2/pokemon/604/,electric,levitate,85,115,80,105,80,50
605,elgyem,https://pokeapi.co/api/v2/pokemon/605/,psychic,"telepathy, synchronize, analytic",55,55,55,85,55,30
606,beheeyem,https://pokeapi.co/api/v2/pokemon/606/,psychic,"telepathy, synchronize, analytic",75,75,75,125,95,40
607,litwick,https://pokeapi.co/api/v2/pokemon/607/,"ghost, fire","flash-fire, flame-body, infiltrator",50,30,55,65,55,20
608,lampent,https://pokeapi.co/api/v2/pokemon/608/,"ghost, fire","flash-fire, flame-body, infiltrator",60,40,60,95,60,55
609,chandelure,https://pokeapi.co/api/v2/pokemon/609/,"ghost, fire","flash-fire, flame-body, infiltrator",60,55,90,145,90,80
610,axew,https://pokeapi.co/api/v2/pokemon/610/,dragon,"rivalry, mold-breaker, unnerve",46,87,60,30,40,57
611,fraxure,https://pokeapi.co/api/v2/pokemon/611/,dragon,"rivalry, mold-breaker, unnerve",66,117,70,40,50,67
612,haxorus,https://pokeapi.co/api/v2/pokemon/612/,dragon,"rivalry, mold-breaker, unnerve",76,147,90,60,70,97
613,cubchoo,https://pokeapi.co/api/v2/pokemon/613/,ice,"snow-cloak, slush-rush, rattled",55,70,40,60,40,40
614,beartic,https://pokeapi.co/api/v2/pokemon/614/,ice,"snow-cloak, slush-rush, swift-swim",95,130,80,70,80,50
615,cryogonal,https://pokeapi.co/api/v2/pokemon/615/,ice,levitate,80,50,50,95,135,105
616,shelmet,https://pokeapi.co/api/v2/pokemon/616/,bug,"hydration, shell-armor, overcoat",50,40,85,40,65,25
617,accelgor,https://pokeapi.co/api/v2/pokemon/617/,bug,"hydration, sticky-hold, unburden",80,70,40,100,60,145
618,stunfisk,https://pokeapi.co/api/v2/pokemon/618/,"ground, electric","static, limber, sand-veil",109,66,84,81,99,32
619,mienfoo,https://pokeapi.co/api/v2/pokemon/619/,fighting,"inner-focus, regenerator, reckless",45,85,50,55,50,65
620,mienshao,https://pokeapi.co/api/v2/pokemon/620/,fighting,"inner-focus, regenerator, reckless",65,125,60,95,60,105
621,druddigon,https://pokeapi.co/api/v2/pokemon/621/,dragon,"rough-skin, sheer-force, mold-breaker",77,120,90,60,90,48
622,golett,https://pokeapi.co/api/v2/pokemon/622/,"ground, ghost","iron-fist, klutz, no-guard",59,74,50,35,50,35
623,golurk,https://pokeapi.co/api/v2/pokemon/623/,"ground, ghost","iron-fist, klutz, no-guard",89,124,80,55,80,55
624,pawniard,https://pokeapi.co/api/v2/pokemon/624/,"dark, steel","defiant, inner-focus, pressure",45,85,70,40,40,60
625,bisharp,https://pokeapi.co/api/v2/pokemon/625/,"dark, steel","defiant, inner-focus, pressure",65,125,100,60,70,70
626,bouffalant,https://pokeapi.co/api/v2/pokemon/626/,normal,"reckless, sap-sipper, soundproof",95,110,95,40,95,55
627,rufflet,https://pokeapi.co/api/v2/pokemon/627/,"normal, flying","keen-eye, sheer-force, hustle",70,83,50,37,50,60
628,braviary,https://pokeapi.co/api/v2/pokemon/628/,"normal, flying","keen-eye, sheer-force, defiant",100,123,75,57,75,80
629,vullaby,https://pokeapi.co/api/v2/pokemon/629/,"dark, flying","big-pecks, overcoat, weak-armor",70,55,75,45,65,60
630,mandibuzz,https://pokeapi.co/api/v2/pokemon/630/,"dark, flying","big-pecks, overcoat, weak-armor",110,65,105,55,95,80
631,heatmor,https://pokeapi.co/api/v2/pokemon/631/,fire,"gluttony, flash-fire, white-smoke",85,97,66,105,66,65
632,durant,https://pokeapi.co/api/v2/pokemon/632/,"bug, steel","swarm, hustle, truant",58,109,112,48,48,109
633,deino,https://pokeapi.co/api/v2/pokemon/633/,"dark, dragon",hustle,52,65,50,45,50,38
634,zweilous,https://pokeapi.co/api/v2/pokemon/634/,"dark, dragon",hustle,72,85,70,65,70,58
635,hydreigon,https://pokeapi.co/api/v2/pokemon/635/,"dark, dragon",levitate,92,105,90,125,90,98
636,larvesta,https://pokeapi.co/api/v2/pokemon/636/,"bug, fire","flame-body, swarm",55,85,55,50,55,60
637,volcarona,https://pokeapi.co/api/v2/pokemon/637/,"bug, fire","flame-body, swarm",85,60,65,135,105,100
638,cobalion,https://pokeapi.co/api/v2/pokemon/638/,"steel, fighting",justified,91,90,129,90,72,108
639,terrakion,https://pokeapi.co/api/v2/pokemon/639/,"rock, fighting",justified,91,129,90,72,90,108
640,virizion,https://pokeapi.co/api/v2/pokemon/640/,"grass, fighting",justified,91,90,72,90,129,108
641,tornadus-incarnate,https://pokeapi.co/api/v2/pokemon/641/,flying,"prankster, defiant",79,115,70,125,80,111
642,thundurus-incarnate,https://pokeapi.co/api/v2/pokemon/642/,"electric, flying","prankster, defiant",79,115,70,125,80,111
643,reshiram,https://pokeapi.co/api/v2/pokemon/643/,"dragon, fire",turboblaze,100,120,100,150,120,90
644,zekrom,https://pokeapi.co/api/v2/pokemon/644/,"dragon, electric",teravolt,100,150,120,120,100,90
645,landorus-incarnate,https://pokeapi.co/api/v2/pokemon/645/,"ground, flying","sand-force, sheer-force",89,125,90,115,80,101
646,kyurem,https://pokeapi.co/api/v2/pokemon/646/,"dragon, ice",pressure,125,130,90,130,90,95
647,keldeo-ordinary,https://pokeapi.co/api/v2/pokemon/647/,"water, fighting",justified,91,72,90,129,90,108
648,meloetta-aria,https://pokeapi.co/api/v2/pokemon/648/,"normal, psychic",serene-grace,100,77,77,128,128,90
649,genesect,https://pokeapi.co/api/v2/pokemon/649/,"bug, steel",download,71,120,95,120,95,99
650,chespin,https://pokeapi.co/api/v2/pokemon/650/,grass,"overgrow, bulletproof",56,61,65,48,45,38
651,quilladin,https://pokeapi.co/api/v2/pokemon/651/,grass,"overgrow, bulletproof",61,78,95,56,58,57
652,chesnaught,https://pokeapi.co/api/v2/pokemon/652/,"grass, fighting","overgrow, bulletproof",88,107,122,74,75,64
653,fennekin,https://pokeapi.co/api/v2/pokemon/653/,fire,"blaze, magician",40,45,40,62,60,60
654,braixen,https://pokeapi.co/api/v2/pokemon/654/,fire,"blaze, magician",59,59,58,90,70,73
655,delphox,https://pokeapi.co/api/v2/pokemon/655/,"fire, psychic","blaze, magician",75,69,72,114,100,104
656,froakie,https://pokeapi.co/api/v2/pokemon/656/,water,"torrent, protean",41,56,40,62,44,71
657,frogadier,https://pokeapi.co/api/v2/pokemon/657/,water,"torrent, protean",54,63,52,83,56,97
658,greninja,https://pokeapi.co/api/v2/pokemon/658/,"water, dark","torrent, protean",72,95,67,103,71,122
659,bunnelby,https://pokeapi.co/api/v2/pokemon/659/,normal,"pickup, cheek-pouch, huge-power",38,36,38,32,36,57
660,diggersby,https://pokeapi.co/api/v2/pokemon/660/,"normal, ground","pickup, cheek-pouch, huge-power",85,56,77,50,77,78
661,fletchling,https://pokeapi.co/api/v2/pokemon/661/,"normal, flying","big-pecks, gale-wings",45,50,43,40,38,62
662,fletchinder,https://pokeapi.co/api/v2/pokemon/662/,"fire, flying","flame-body, gale-wings",62,73,55,56,52,84
663,talonflame,https://pokeapi.co/api/v2/pokemon/663/,"fire, flying","flame-body, gale-wings",78,81,71,74,69,126
664,scatterbug,https://pokeapi.co/api/v2/pokemon/664/,bug,"shield-dust, compound-eyes, friend-guard",38,35,40,27,25,35
665,spewpa,https://pokeapi.co/api/v2/pokemon/665/,bug,"shed-skin, friend-guard",45,22,60,27,30,29
666,vivillon,https://pokeapi.co/api/v2/pokemon/666/,"bug, flying","shield-dust, compound-eyes, friend-guard",80,52,50,90,50,89
667,litleo,https://pokeapi.co/api/v2/pokemon/667/,"fire, normal","rivalry, unnerve, moxie",62,50,58,73,54,72
668,pyroar,https://pokeapi.co/api/v2/pokemon/668/,"fire, normal","rivalry, unnerve, moxie",86,68,72,109,66,106
669,flabebe,https://pokeapi.co/api/v2/pokemon/669/,fairy,"flower-veil, symbiosis",44,38,39,61,79,42
670,floette,https://pokeapi.co/api/v2/pokemon/670/,fairy,"flower-veil, symbiosis",54,45,47,75,98,52
671,florges,https://pokeapi.co/api/v2/pokemon/671/,fairy,"flower-veil, symbiosis",78,65,68,112,154,75
672,skiddo,https://pokeapi.co/api/v2/pokemon/672/,grass,"sap-sipper, grass-pelt",66,65,48,62,57,52
673,gogoat,https://pokeapi.co/api/v2/pokemon/673/,grass,"sap-sipper, grass-pelt",123,100,62,97,81,68
674,pancham,https://pokeapi.co/api/v2/pokemon/674/,fighting,"iron-fist, mold-breaker, scrappy",67,82,62,46,48,43
675,pangoro,https://pokeapi.co/api/v2/pokemon/675/,"fighting, dark","iron-fist, mold-breaker, scrappy",95,124,78,69,71,58
676,furfrou,https://pokeapi.co/api/v2/pokemon/676/,normal,fur-coat,75,80,60,65,90,102
677,espurr,https://pokeapi.co/api/v2/pokemon/677/,psychic,"keen-eye, infiltrator, own-tempo",62,48,54,63,60,68
678,meowstic-male,https://pokeapi.co/api/v2/pokemon/678/,psychic,"keen-eye, infiltrator, prankster",74,48,76,83,81,104
679,honedge,https://pokeapi.co/api/v2/pokemon/679/,"steel, ghost",no-guard,45,80,100,35,37,28
680,doublade,https://pokeapi.co/api/v2/pokemon/680/,"steel, ghost",no-guard,59,110,150,45,49,35
681,aegislash-shield,https://pokeapi.co/api/v2/pokemon/681/,"steel, ghost",stance-change,60,50,140,50,140,60
682,spritzee,https://pokeapi.co/api/v2/pokemon/682/,fairy,"healer, aroma-veil",78,52,60,63,65,23
683,aromatisse,https://pokeapi.co/api/v2/pokemon/683/,fairy,"healer, aroma-veil",101,72,72,99,89,29
684,swirlix,https://pokeapi.co/api/v2/pokemon/684/,fairy,"sweet-veil, unburden",62,48,66,59,57,49
685,slurpuff,https://pokeapi.co/api/v2/pokemon/685/,fairy,"sweet-veil, unburden",82,80,86,85,75,72
686,inkay,https://pokeapi.co/api/v2/pokemon/686/,"dark, psychic","contrary, suction-cups, infiltrator",53,54,53,37,46,45
687,malamar,https://pokeapi.co/api/v2/pokemon/687/,"dark, psychic","contrary, suction-cups, infiltrator",86,92,88,68,75,73
688,binacle,https://pokeapi.co/api/v2/pokemon/688/,"rock, water","tough-claws, sniper, pickpocket",42,52,67,39,56,50
689,barbaracle,https://pokeapi.co/api/v2/pokemon/689/,"rock, water","tough-claws, sniper, pickpocket",72,105,115,54,86,68
690,skrelp,https://pokeapi.co/api/v2/pokemon/690/,"poison, water","poison-point, poison-touch, adaptability",50,60,60,60,60,30
691,dragalge,https://pokeapi.co/api/v2/pokemon/691/,"poison, dragon","poison-point, poison-touch, adaptability",65,75,90,97,123,44
692,clauncher,https://pokeapi.co/api/v2/pokemon/692/,water,mega-launcher,50,53,62,58,63,44
693,clawitzer,https://pokeapi.co/api/v2/pokemon/693/,water,mega-launcher,71,73,88,120,89,59
694,helioptile,https://pokeapi.co/api/v2/pokemon/694/,"electric, normal","dry-skin, sand-veil, solar-power",44,38,33,61,43,70
695,heliolisk,https://pokeapi.co/api/v2/pokemon/695/,"electric, normal","dry-skin, sand-veil, solar-power",62,55,52,109,94,109
696,tyrunt,https://pokeapi.co/api/v2/pokemon/696/,"rock, dragon","strong-jaw, sturdy",58,89,77,45,45,48
697,tyrantrum,https://pokeapi.co/api/v2/pokemon/697/,"rock, dragon","strong-jaw, rock-head",82,121,119,69,59,71
